rf,ef,ab,gb,Probability
0,0,0.493987,0.009153,0.006610716
0.01,0,0.495178,0.020459,0.017777099
0.025,0,0.495237,0.021365,0.022163705
0.075,0.075,0.494632,0.015962,0.048501373
0.105,0.015,0.496646,0.070217,0.082802148
0,0,0.495276,0.026648,0.018856317
0.015,0.02,0.494251,0.011033,0.006658562
0,0.005,0.49443,0.012558,0.014020806
0.16,0.03,0.497373,0.090504,0.096132761
0.005,0,0.495252,0.022028,0.02790564
0.045,0.155,0.496432,0.050848,0.067421942
0,0,0.493631,0.006898,0.007807103
0.03,0.045,0.495745,0.018836,0.022107609
0.01,0.01,0.493893,0.009586,0.010280893
0.03,0.01,0.495572,0.026292,0.017949816
0.045,0.01,0.494569,0.013556,0.025196956
0.085,0.005,0.497875,0.102064,0.123761508
0.005,0,0.493851,0.008419,0.005895382
0,0,0.493338,0.008583,0.004797847
0.085,0.145,0.497249,0.093064,0.097289242
0.44,0.6,0.497652,0.122573,0.173080379
0.005,0,0.493865,0.008807,0.008337578
0.115,0.015,0.498022,0.108847,0.145753523
0.04,0.015,0.494635,0.014418,0.020285381
0,0.01,0.494481,0.012566,0.012257248
0.02,0.02,0.496334,0.042872,0.048784609
0,0,0.494501,0.013916,0.011982771
0.09,0.17,0.497462,0.124398,0.14569839
0,0,0.493942,0.008343,0.005581384
0.01,0.005,0.495471,0.02037,0.018712505
0.115,0.19,0.494336,0.014007,0.015992572
0.085,0.015,0.497315,0.111345,0.093192598
0.11,0.09,0.497011,0.082145,0.115041708
0.015,0,0.494712,0.016162,0.014507136
0.43,0.45,0.499577,0.395871,0.282827864
0.01,0.03,0.496925,0.081022,0.071933875
0.415,0.42,0.499723,0.494398,0.484872612
0.03,0.025,0.494027,0.007804,0.00686122
0.51,0.465,0.499002,0.414983,0.435634048
0.08,0.06,0.497505,0.090511,0.084335368
0.005,0.025,0.494995,0.022054,0.036149866
0,0,0.494805,0.01759,0.008362555
0.04,0.02,0.496262,0.052824,0.063338341
0.07,0.115,0.497499,0.148205,0.1379528
0.08,0.05,0.496598,0.065921,0.069552948
0.025,0.025,0.495303,0.028696,0.022750911
0.015,0,0.494995,0.017004,0.01477936
0.165,0.205,0.497903,0.085942,0.149597968
0.015,0,0.494249,0.010429,0.008667861
0.01,0.005,0.494959,0.013414,0.023235634
0.02,0,0.494901,0.01736,0.015963543
0.06,0.05,0.497295,0.079933,0.08726474
0.045,0.03,0.49706,0.059238,0.107968987
0.16,0.135,0.497111,0.091326,0.104458621
0.05,0.04,0.496077,0.034362,0.033755965
0.005,0,0.49442,0.014198,0.007894929
0.515,0.59,0.499432,0.584949,0.507328431
0.045,0.075,0.495457,0.025822,0.035263315
0.24,0.255,0.499284,0.245101,0.231676059
0.37,0.515,0.497247,0.098332,0.103672833
0.03,0,0.49576,0.042284,0.036212415
0.105,0.13,0.496461,0.087422,0.134957039
0.045,0,0.495208,0.032051,0.069011409
0.025,0.015,0.494848,0.01305,0.024411641
0,0,0.494074,0.010043,0.008641445
0.345,0.165,0.498063,0.191581,0.196534013
0.03,0,0.494711,0.016345,0.010709728
0.005,0,0.497478,0.091605,0.071849153
0.035,0.01,0.497097,0.083588,0.061888163
0.035,0.005,0.495716,0.031671,0.052421703
0,0,0.493945,0.009049,0.010675562
0.545,0.665,0.499606,0.553712,0.569951987
0.085,0.06,0.495464,0.031616,0.034175973
0.02,0,0.495681,0.036616,0.036115622
0,0,0.493193,0.006675,0.004934129
0.01,0,0.494931,0.015012,0.016126264
0,0,0.494246,0.010459,0.011045819
0.005,0,0.495498,0.02851,0.028050789
0,0,0.493901,0.008274,0.009936662
0.01,0,0.494288,0.011108,0.009089159
0.715,0.735,0.500625,0.697288,0.615733333
0.015,0.005,0.495127,0.021681,0.029688703
0.03,0.05,0.497041,0.068144,0.064437124
0.385,0.19,0.498608,0.343228,0.341612628
0,0.005,0.494915,0.016838,0.015586466
0.01,0.01,0.494868,0.014835,0.020975854
0,0,0.493934,0.009284,0.008993248
0.055,0.055,0.497167,0.082453,0.058447575
0.025,0.265,0.495695,0.041134,0.030103549
0.01,0.005,0.494507,0.01283,0.012315753
0.07,0.06,0.494338,0.013025,0.022734887
0.01,0,0.494092,0.008533,0.013055691
0.005,0,0.494244,0.010891,0.008702944
0.015,0,0.495217,0.015175,0.011548751
0.085,0.085,0.496676,0.068501,0.14367781
0.025,0.005,0.495772,0.035893,0.029543846
0.03,0.005,0.494706,0.011901,0.026173849
0.015,0.005,0.494683,0.014277,0.01333854
0.02,0.005,0.49523,0.018113,0.017019155
0.065,0.055,0.493467,0.007098,0.008072743
0.12,0.095,0.496859,0.086322,0.073852539
0,0,0.493463,0.006819,0.008592902
0.35,0.23,0.500363,0.736934,0.318461713
0.045,0.005,0.495997,0.042591,0.043959576
0.005,0.07,0.496756,0.082884,0.112451875
0.015,0,0.495303,0.020098,0.01310897
0.005,0,0.49346,0.008215,0.00814731
0,0,0.493344,0.008381,0.007542089
0.045,0.065,0.495428,0.030591,0.041736116
0.005,0.015,0.494093,0.008609,0.011459387
0,0,0.493707,0.009657,0.005400442
0.03,0.09,0.495959,0.045049,0.035766889
0.075,0.015,0.496642,0.062916,0.056572492
0.005,0.025,0.495698,0.030873,0.031397262
0,0,0.49338,0.006734,0.006673393
0,0.005,0.495544,0.020637,0.028126792
0.005,0.005,0.494214,0.010736,0.013425655
0.02,0.02,0.49626,0.046018,0.038031026
0.005,0.035,0.495438,0.039501,0.055002667
0.035,0.095,0.494493,0.011756,0.013093472
0.02,0.02,0.494518,0.012924,0.01285192
0.077833,0.035,0.49713,0.112229,0.142248653
0.81,0.735,0.499541,0.351981,0.388325458
0,0,0.493549,0.007238,0.004805812
0.04,0.005,0.495724,0.01642,0.026902191
0.305,0.16,0.498107,0.179747,0.242290176
0.215,0.105,0.497544,0.149903,0.192106467
0.025,0.015,0.495972,0.025929,0.024099332
0.075,0.11,0.494862,0.017564,0.025971772
0.135,0.015,0.496639,0.060645,0.060147896
0,0,0.495885,0.034786,0.026834407
0,0,0.493808,0.009987,0.015367293
0.2,0.3,0.497984,0.175795,0.134827342
0.075,0.095,0.497334,0.368141,0.135233922
0.015,0.01,0.493616,0.007692,0.008956592
0.005,0.095,0.495166,0.018668,0.023691262
0.01,0,0.495071,0.026411,0.04176317
0.13,0.09,0.497315,0.118206,0.126853162
0.015,0,0.495193,0.018532,0.020393698
0.015,0.01,0.494417,0.011217,0.014075631
0,0,0.494571,0.011682,0.011642149
0.035,0.195,0.495846,0.041373,0.031988164
0.415,0.545,0.500514,0.597698,0.556816366
0,0.005,0.495023,0.017512,0.017117422
0.005,0,0.494374,0.011428,0.012048015
0.035,0.115,0.495302,0.017224,0.01784731
0.01,0.05,0.494256,0.006984,0.007696871
0.705,0.605,0.501549,0.773267,0.65530404
0.08,0.01,0.495536,0.070557,0.113842063
0.005,0.01,0.494864,0.016409,0.016478532
0.01,0.01,0.494876,0.017242,0.014770623
0.055,0.02,0.496113,0.031436,0.038222202
0.02,0.01,0.494393,0.012765,0.009913073
0.08,0.01,0.496456,0.055563,0.05785787
0.01,0,0.494738,0.01902,0.022910454
0,0,0.493717,0.007579,0.009362693
0,0,0.494401,0.010172,0.010384515
0,0,0.492887,0.006643,0.005299275
0.32,0.27,0.498924,0.369416,0.398675904
0.025,0.02,0.496608,0.052492,0.044152293
0.45,0.465,0.499682,0.534015,0.458491728
0.1,0.14,0.497993,0.176866,0.128935718
0.025,0.02,0.496064,0.058118,0.048299968
0.13,0.265,0.496414,0.047845,0.068811547
0.015,0.005,0.496554,0.03747,0.023753833
0,0,0.494351,0.011282,0.019240018
0.04,0.045,0.496356,0.060536,0.060694617
0.06,0.025,0.496131,0.062381,0.109772221
0.005,0,0.493934,0.007811,0.007741086
0.005,0.005,0.49454,0.01448,0.010726612
0,0.005,0.495452,0.034409,0.02625517
0.045,0.015,0.496353,0.039186,0.022124211
0.065,0.085,0.496164,0.058137,0.053606688
0.015,0,0.494231,0.012273,0.010850889
0.16,0.115,0.497142,0.13419,0.145978583
0.005,0.005,0.49459,0.013516,0.019773781
0.005,0.04,0.494762,0.018471,0.021675045
0.295,0.21,0.498735,0.297608,0.262297951
0.005,0,0.494162,0.009624,0.010441092
0.015,0.015,0.494607,0.022782,0.030224761
0.61,0.61,0.501411,0.575496,0.585085699
0.19,0.165,0.498009,0.178185,0.148662214
0.075,0.035,0.495999,0.034319,0.048038521
0.015,0.075,0.496018,0.037426,0.030623373
0.005,0,0.494993,0.027084,0.028001365
0.09,0.09,0.494741,0.012739,0.017434373
0.005,0.005,0.494025,0.008267,0.008514167
0.005,0,0.494178,0.01183,0.011421709
0.1,0.11,0.497824,0.126254,0.114239167
0,0,0.493751,0.006874,0.014225893
0.11,0.025,0.49515,0.021903,0.029261268
0.015,0.005,0.493694,0.008684,0.009905943
0.04,0.06,0.496439,0.060372,0.058600915
0,0,0.494557,0.014178,0.015200054
0.035,0.055,0.496218,0.041364,0.035170616
0.13,0.03,0.497549,0.098607,0.120644903
0.275,0.42,0.497562,0.236171,0.28067118
0.215,0.175,0.497887,0.16068,0.13110491
0.12,0.03,0.49659,0.106199,0.098134669
0.185,0.305,0.498066,0.251514,0.288906896
0.225,0.365,0.495381,0.061677,0.150629325
0.075,0.07,0.49643,0.02993,0.022415214
0.065,0.06,0.495325,0.016846,0.026643655
0.03,0,0.494938,0.015756,0.010489003
0.02,0,0.495263,0.025176,0.019201518
0.08,0.075,0.496869,0.102741,0.090583066
0.02,0.01,0.495876,0.036359,0.045144187
0,0,0.492959,0.006428,0.00492887
0,0,0.494921,0.014471,0.018404553
0.03,0,0.495216,0.023191,0.019691777
0.005,0.005,0.494647,0.01411,0.020555872
0.03,0.015,0.494614,0.015662,0.016024076
0.405,0.5,0.499309,0.369428,0.282698335
0.05,0.02,0.49662,0.069049,0.058059855
0.085,0.115,0.495818,0.07145,0.144876506
0.005,0.005,0.494276,0.010539,0.010567215
0.045,0.03,0.495365,0.023691,0.025724402
0,0,0.493648,0.066344,0.005721496
0.19,0.13,0.498674,0.198649,0.206908764
0.005,0,0.494819,0.01507,0.011092066
0,0.005,0.49467,0.013896,0.018772496
0,0.015,0.496562,0.069513,0.04239172
0.05,0.015,0.493858,0.007998,0.008577358
0.44,0.52,0.50067,0.448757,0.502027722
0,0.015,0.495269,0.021063,0.018707216
0.09,0.04,0.497155,0.111378,0.09148773
0.17,0.105,0.497973,0.197657,0.206012133
0.19,0.05,0.496998,0.067078,0.073948474
0.015,0.015,0.496241,0.037122,0.037548997
0.01,0,0.495117,0.015496,0.011803148
0.015,0,0.495488,0.018849,0.024065623
0.005,0,0.49347,0.007335,0.004677404
0.03,0.105,0.495852,0.036988,0.032821508
0.01,0,0.493548,0.006582,0.007778296
0.03,0.005,0.494396,0.014352,0.012503187
0,0,0.49384,0.007251,0.006834307
0.025,0.03,0.494285,0.014527,0.012674368
0,0,0.494067,0.009635,0.006735748
0.01,0,0.494239,0.010097,0.011091911
0.015,0,0.494879,0.011635,0.01316577
0.04,0.005,0.496374,0.033946,0.01970898
0.09,0.135,0.497515,0.112575,0.078268659
0,0,0.494286,0.012176,0.009443631
0.005,0.005,0.494558,0.013404,0.02100998
0.045,0.025,0.497324,0.100218,0.074701672
0.01,0,0.49407,0.010159,0.013630051
0,0.075,0.493784,0.00916,0.010218959
0,0.01,0.494202,0.011342,0.006544279
0.005,0,0.493731,0.008756,0.00638851
0,0,0.49402,0.007735,0.005976788
0.27,0.225,0.497014,0.11409,0.140968362
0.02,0,0.494742,0.013292,0.012721321
0.02,0.02,0.496565,0.060372,0.06071346
0.01,0.05,0.496156,0.041568,0.050725488
0.01,0.01,0.496324,0.045235,0.037388906
0.035,0.015,0.495628,0.042365,0.046502506
0.35,0.135,0.497269,0.121567,0.141795858
0.045,0.02,0.495139,0.024144,0.022999097
0.01,0,0.494332,0.012176,0.017400395
0.095,0.195,0.497361,0.088742,0.090363423
0.015,0,0.494115,0.01118,0.012345689
0.015,0.085,0.493972,0.01167,0.008691365
0.465,0.495,0.500925,0.458093,0.410745299
0.115,0.01,0.497122,0.079075,0.077075164
0.01,0,0.494088,0.009297,0.018517481
0.02,0.07,0.494523,0.015533,0.014059816
0.105,0.045,0.496192,0.03539,0.065974024
0.09,0.1,0.496265,0.058928,0.055620058
0.03,0.03,0.497288,0.077377,0.085495527
0,0,0.494453,0.014503,0.014431844
0,0,0.493338,0.007211,0.004711596
0.005,0,0.493851,0.007083,0.00970214
0.08,0.035,0.496223,0.039857,0.043719355
0.005,0,0.494662,0.014425,0.019096519
0.085,0.065,0.496627,0.063614,0.043639802
0.095,0.04,0.496551,0.065579,0.054140241
0,0,0.493905,0.008646,0.006195411
0.115,0.03,0.496924,0.064864,0.050630595
0.23,0.335,0.498316,0.196224,0.174230779
0.035,0.075,0.496401,0.053614,0.053151966
0.035,0.02,0.496887,0.084686,0.089951112
0.41,0.39,0.498381,0.234247,0.204217842
0.005,0,0.494934,0.016296,0.014296964
0.05,0.03,0.496877,0.069184,0.06765067
0.06,0.145,0.497182,0.079855,0.06125526
0.005,0,0.493154,0.006428,0.005518651
0.09,0.055,0.495907,0.051071,0.056169803
0,0,0.492997,0.006293,0.00454046
0.045,0.315,0.495758,0.036921,0.060031574
0.025,0,0.493236,0.005799,0.006732631
0.005,0.005,0.496159,0.03772,0.032646527
0.07,0.025,0.496528,0.054762,0.039562189
0,0,0.493576,0.008384,0.004925306
0.045,0.045,0.496459,0.067193,0.064411029
0,0,0.493678,0.008405,0.008441317
0.27,0.315,0.498695,0.368535,0.357658048
0.13,0.07,0.497014,0.112808,0.110126237
0,0,0.494324,0.01191,0.00932096
0.075,0.02,0.49599,0.041769,0.049035425
0.045,0.025,0.495901,0.038743,0.029584174
0.425,0.535,0.498852,0.33556,0.332261078
0.03,0.03,0.496975,0.054301,0.044354836
0.225,0.075,0.498596,0.198528,0.234946471
0.025,0,0.494182,0.010107,0.017876073
0.155,0.1,0.496556,0.076063,0.131064054
0.045,0.005,0.495522,0.017741,0.023183576
0.015,0,0.493888,0.00993,0.012438967
0.14,0.02,0.497355,0.106026,0.177869711
0,0,0.49423,0.010911,0.012401812
0.01,0,0.497387,0.120806,0.11481972
0.005,0,0.495493,0.021847,0.025370873
0,0,0.49428,0.009599,0.0076644
0.04,0.035,0.496183,0.041162,0.084933882
0.005,0,0.49418,0.011863,0.010177863
0,0,0.494581,0.011927,0.010282605
0.1,0.09,0.494866,0.010043,0.043641055
0.05,0.02,0.495244,0.019545,0.028596478
0.06,0.085,0.495164,0.019246,0.018991533
0.01,0.015,0.495919,0.025464,0.037357055
0,0,0.492799,0.006551,0.004654071
0.005,0,0.493235,0.008159,0.005995317
0.435,0.33,0.500182,0.500976,0.416814955
0.055,0.05,0.494657,0.026116,0.031176278
0.025,0.015,0.495345,0.031955,0.038199302
0.01,0,0.495447,0.021284,0.023021572
0,0,0.493328,0.006524,0.005289759
0.72,0.565,0.500239,0.618213,0.582082051
0,0,0.49557,0.034863,0.033277651
0.07,0.06,0.496553,0.111341,0.141302253
0,0.005,0.494294,0.010929,0.014080966
0.005,0.02,0.49576,0.037234,0.041649257
0,0,0.493545,0.006963,0.013663179
0.04,0.025,0.497114,0.083113,0.058848696
0.105,0.1,0.49788,0.20483,0.188911778
0.01,0.005,0.494494,0.020579,0.025232723
0.23,0.66,0.497433,0.136835,0.142924818
0.095,0.045,0.496721,0.096777,0.076837944
0.135,0.205,0.497408,0.148784,0.148719751
0.025,0.005,0.495683,0.029249,0.023439027
0.005,0,0.494059,0.009635,0.014906146
0.005,0,0.495834,0.020126,0.014656206
0.065,0.025,0.496822,0.062938,0.068023867
0.02,0.025,0.494654,0.014194,0.013055638
0.22,0.195,0.499664,0.372747,0.326753298
0.395,0.39,0.500044,0.418981,0.520129473
0.005,0.005,0.495253,0.022407,0.020483713
0,0,0.495294,0.015305,0.015586428
0,0.005,0.494768,0.015755,0.014906576
0.02,0.01,0.495594,0.028215,0.018397126
0,0,0.494115,0.008527,0.009477874
0.065,0.035,0.495344,0.028051,0.061604182
0,0,0.493387,0.00644,0.004259906
0.145,0.135,0.498407,0.162714,0.107841708
0,0,0.493837,0.008014,0.005333834
0,0.005,0.495236,0.032278,0.030220805
0.005,0,0.494473,0.013513,0.018356509
0.155,0.13,0.498856,0.296573,0.192309574
0,0.005,0.493445,0.008356,0.005477866
0.025,0.015,0.493853,0.010343,0.007214732
0.01,0,0.493101,0.006761,0.013645345
0.07,0.04,0.495309,0.024078,0.033538644
0.02,0.015,0.493289,0.007063,0.005534423
0.03,0.015,0.49604,0.025256,0.029943484
0.475,0.645,0.50058,0.510797,0.467275758
0.06,0.03,0.49421,0.011305,0.024957669
0.295,0.235,0.500602,0.457356,0.279011741
0.05,0.125,0.495087,0.020345,0.03388245
0.01,0.005,0.495144,0.014293,0.012213389
0,0,0.494229,0.009261,0.013682657
0.365,0.65,0.499409,0.282117,0.364806691
0.015,0.005,0.493526,0.008706,0.015401047
0.325,0.245,0.498677,0.406236,0.32003477
0,0,0.4938,0.008499,0.008749946
0.015,0.07,0.496787,0.093331,0.080615818
0.04,0.025,0.495927,0.03856,0.030381469
0.01,0.005,0.494061,0.009466,0.009011101
0.055,0.06,0.494662,0.013605,0.020400708
0.01,0.005,0.495341,0.023484,0.025008238
0,0,0.493733,0.008891,0.005725179
0.035,0.04,0.494662,0.012884,0.027798859
0.01,0.005,0.495055,0.023342,0.027986133
0.015,0.02,0.496198,0.042539,0.042469801
0.06,0.01,0.495955,0.039209,0.036859297
0.085,0.045,0.497055,0.066261,0.095214779
0,0,0.495343,0.021319,0.014569118
0.01,0.01,0.496013,0.027906,0.017143643
0.165,0.075,0.495152,0.059049,0.169800835
0.01,0.005,0.494786,0.012287,0.015339481
0.035,0,0.496707,0.069337,0.068441711
0.105,0.145,0.497047,0.039896,0.058038279
0.185,0.2,0.497553,0.171577,0.211464879
0.01,0.02,0.494884,0.01864,0.030667301
0.005,0.03,0.495257,0.033291,0.030742401
0.005,0.01,0.49522,0.019876,0.024344172
0.04,0.01,0.495127,0.012694,0.02590549
0.06,0.095,0.496411,0.042757,0.053126081
0.005,0,0.493912,0.00964,0.008392288
0.015,0.03,0.495403,0.021099,0.019007078
0,0.01,0.495185,0.025859,0.016727664
0.06,0.03,0.496721,0.061991,0.069743392
0.005,0.02,0.495615,0.036016,0.029461973
0.22,0.1,0.497296,0.135471,0.140949815
0.02,0.185,0.495536,0.034875,0.027648645
0.005,0,0.493509,0.00704,0.005282917
0.005,0,0.495025,0.019105,0.018780992
0.370832,0.375,0.496899,0.116839,0.145066527
0.03,0.03,0.494942,0.015432,0.017852113
0,0.005,0.495878,0.03666,0.023158465
0,0,0.493116,0.007208,0.005630511
0.015,0,0.494709,0.012189,0.016421576
0.15,0.15,0.496808,0.075552,0.085668463
0.76,0.85,0.501171,0.798831,0.662734579
0.095,0.175,0.496805,0.098941,0.115904699
0.03,0,0.495204,0.01943,0.026868164
0.215,0.125,0.49752,0.209845,0.24826066
0.03,0.02,0.495548,0.035523,0.043136887
0.05,0.03,0.496339,0.041563,0.030011812
0.285,0.26,0.496243,0.057114,0.04989773
0.525,0.47,0.497949,0.331674,0.380226262
0,0,0.493801,0.009078,0.00639284
0.005,0,0.494133,0.010269,0.007768142
0.02,0,0.495526,0.03119,0.025991638
0.03,0.01,0.495511,0.019734,0.040752255
0.005,0.01,0.494582,0.015898,0.022344417
0,0,0.494228,0.009682,0.0076015
0.385,0.265,0.49874,0.345549,0.319781052
0,0,0.492769,0.005778,0.004151242
0.125,0.425,0.497646,0.124508,0.131203014
0.08,0.135,0.497163,0.082307,0.104865328
0,0,0.494276,0.011953,0.011299374
0.005,0.005,0.495594,0.029359,0.02672487
0.105,0.055,0.494879,0.015597,0.017965798
0.055,0,0.494734,0.01201,0.018066118
0.065,0.05,0.497216,0.107229,0.07597466
0.033,0,0.495602,0.045508,0.044015626
0.005,0,0.493674,0.007112,0.006865606
0.295,0.4,0.499251,0.399828,0.28906439
0.015,0.005,0.495728,0.03102,0.022481374
0,0,0.494062,0.007098,0.005524497
0,0.01,0.493612,0.008123,0.005096921
0.005,0,0.492996,0.006965,0.006467589
0.025,0.025,0.49585,0.036835,0.030599804
0.01,0.005,0.494863,0.013965,0.014786315
0.025,0,0.495548,0.01695,0.030487984
0,0.005,0.49355,0.008219,0.005335511
0.015,0.015,0.495118,0.029384,0.05040603
0.09,0.05,0.496475,0.069677,0.088290543
0,0,0.494118,0.008893,0.006632396
0,0,0.493293,0.007538,0.006326877
0.01,0,0.494682,0.016086,0.014986062
0.12,0.25,0.498035,0.204286,0.219520662
0.01,0,0.494214,0.008396,0.012424162
0.025,0.01,0.496111,0.066369,0.056436807
0,0.01,0.494517,0.014433,0.01075265
0.02,0.02,0.494218,0.014032,0.012025988
0.005,0,0.495168,0.018493,0.023395646
0,0,0.493582,0.007098,0.008344194
0,0.005,0.493676,0.009704,0.009125709
0,0,0.493299,0.007625,0.007355082
0,0.005,0.495328,0.019527,0.014162767
0.01,0.01,0.494751,0.014029,0.013431105
0.01,0,0.495049,0.025294,0.033085596
0.01,0.195,0.495296,0.031266,0.030184223
0.035,0.015,0.496649,0.050139,0.053989821
0,0,0.49408,0.00846,0.013859255
0.25,0.12,0.497622,0.118204,0.103839445
0.06,0.065,0.496152,0.031774,0.050739302
0,0,0.494913,0.015497,0.02337097
0,0,0.493805,0.007098,0.0075816
0.005,0.02,0.494999,0.019844,0.022424413
0.095,0.055,0.497685,0.094724,0.099884928
0,0,0.49329,0.006449,0.006195012
0.185,0.125,0.497354,0.105774,0.088175584
0.025,0.035,0.496453,0.068083,0.074203093
0.005,0,0.494733,0.012956,0.019540986
0.335,0.53,0.499114,0.286526,0.313282083
0.005,0.005,0.494011,0.010525,0.00836478
0.02,0,0.494801,0.015999,0.020304356
0.035,0.075,0.494218,0.009269,0.008113456
0.015,0,0.494393,0.011358,0.01776048
0.01,0.005,0.495075,0.01148,0.015664986
0,0,0.494477,0.010696,0.012663395
0,0,0.493882,0.008313,0.007746687
0.035,0.015,0.495858,0.027574,0.027213666
0.01,0,0.493857,0.009504,0.009943524
0,0,0.494194,0.011472,0.007686764
0,0,0.493053,0.006549,0.005821768
0.18,0.045,0.498868,0.214195,0.165182835
0,0,0.494074,0.010761,0.016679208
0.005,0.005,0.494103,0.012153,0.012136969
0,0,0.494227,0.009299,0.010908218
0.055,0.045,0.495796,0.057246,0.049494498
0.445,0.535,0.497021,0.105658,0.153298734
0.07,0.04,0.497604,0.107612,0.084185693
0,0,0.493281,0.007225,0.010850262
0.06,0.01,0.495784,0.040245,0.039531478
0.09,0.055,0.495436,0.022386,0.040445909
0.045,0.025,0.496119,0.040304,0.037418372
0.01,0.02,0.495518,0.025415,0.020391909
0,0.005,0.494543,0.009924,0.007544523
0,0,0.493518,0.008574,0.007209601
0.065,0.065,0.496939,0.074947,0.054510863
0.045,0.02,0.495959,0.032552,0.027641448
0.305,0.485,0.499285,0.317378,0.257794025
0.015,0.005,0.495151,0.021142,0.017938352
0.01,0.035,0.495326,0.022173,0.020515927
0.02,0,0.496773,0.070412,0.054775191
0.005,0,0.494773,0.020684,0.02166705
0.005,0.005,0.494596,0.023146,0.030171433
0,0,0.493711,0.009293,0.01262612
0.02,0.005,0.494552,0.012216,0.02200459
0.02,0.005,0.495019,0.018424,0.014312683
0.025,0.025,0.495288,0.023217,0.030342747
0,0.01,0.49291,0.006647,0.004262888
0.005,0.01,0.495401,0.02638,0.025212536
0.695,0.73,0.500364,0.766619,0.656544363
0.04,0.015,0.495183,0.016961,0.016692126
0,0,0.493377,0.006411,0.005394167
0.015,0.05,0.495801,0.04392,0.035509652
0,0,0.494654,0.011403,0.009643248
0,0,0.493672,0.007251,0.005421705
0.35,0.355,0.497122,0.218919,0.224837189
0,0,0.494243,0.011027,0.014307714
0.09,0.16,0.494167,0.010201,0.01370951
0,0,0.49293,0.005778,0.004318029
0.005,0.02,0.494795,0.014406,0.013377383
0.005,0.135,0.493572,0.009013,0.008987939
0.035,0.015,0.49633,0.045451,0.028773092
0.015,0.01,0.495492,0.027679,0.024490372
0.015,0.01,0.494642,0.012424,0.012680841
0.075,0.06,0.4966,0.060835,0.065394197
0,0,0.495381,0.016944,0.01237733
0,0,0.494286,0.008125,0.00962994
0.775,0.61,0.4995,0.387623,0.30791199
0.185,0.155,0.497768,0.106549,0.098254767
0,0.01,0.494873,0.017994,0.018272008
0.005,0.005,0.493838,0.009208,0.007489908
0.07,0.08,0.496678,0.114969,0.166432682
0.035,0,0.495275,0.022129,0.035621362
0.07,0.03,0.497564,0.115704,0.098547641
0.16,0.11,0.496525,0.12525,0.193629554
0.015,0,0.494177,0.008893,0.00949996
0.01,0.045,0.49584,0.031786,0.028398468
0,0,0.493593,0.007238,0.006906474
0.415,0.615,0.49965,0.32938,0.333328744
0,0,0.492987,0.006428,0.006298109
0.015,0.015,0.493829,0.01177,0.018692428
0.125,0.075,0.497269,0.11063,0.080602836
